name,5k,10k,20k,half,25k,30k,35k,40k,official,pace,rank_overall,rank_in_gender_only,rank_in_division,age,gender,country,state,city,bib
"Wilson, Sandra E.",25.92,52.05,108.95,114.98,137.7,166.05,194.88,221.38,232.97,8.9,16089,5778,385,50,F,GBR,others,Lisnaskea,19708
"Kacere, Piper",26.28,52.2,105.58,111.43,133.88,164.28,197.2,228.07,242.13,9.25,18512,7163,1286,40,F,USA,OK,Tulsa,19709
"Clark, Kelly M.",25.28,50.3,103.1,109.02,132.88,161.53,190.93,220.57,233.23,8.9,16160,5825,1032,42,F,USA,CA,Ventura,19710
"Collins, Emily A",25.65,50.92,103.65,109.42,132.65,162.68,193.67,226.15,239.32,9.13,17909,6803,3811,35,F,USA,OH,Kent,19711
"Coppinger, Alan K.",28.82,57.67,114.83,121.12,143.58,173.2,204.37,237.1,252.32,9.63,20485,12191,1161,56,M,USA,IN,Greenwood,19712
"Haney, Peter M",25.32,50.48,102.35,108.08,129.33,159.52,191.1,221.82,235.02,8.97,16730,10570,900,55,M,USA,TX,Houston,19713
"Lantry, Kathleen T.",31.5,66.37,135.7,143.92,175.25,209.15,249.25,284.45,298.42,11.38,27082,11804,1240,52,F,USA,NY,Whitney Point,19714
"Russell, Patricia",23.72,49.27,107.9,113.83,137.97,171.15,209.82,249.87,266.35,10.17,22865,9589,967,51,F,USA,ID,Idaho Falls,19716
"Sandelin, Katharine A.",25.73,50.8,102.45,108.07,128.73,156.87,187.4,218.4,233.27,8.9,16174,5832,1033,43,F,USA,FL,Saint Augustine,19717
"Scheinkman, Steve W.",26.6,53.77,108.08,114.02,135.5,164.77,196.83,231.98,246.85,9.42,19467,11748,484,60,M,USA,CA,Santa Barbara,19718
"Connelly, Terrence",24.97,49.93,101.75,107.45,128.7,157.87,188.67,219.03,232.08,8.87,15857,10204,270,62,M,USA,ME,Eliot,19719
"Swanson, Brenda S",25.9,51.75,103.13,108.67,128.67,154.27,180.53,206.07,217.18,8.3,11522,3200,491,42,F,USA,OR,Portland,19720
"Sly, Susan",25.77,53.32,109.82,116.0,140.03,185.08,235.45,285.1,302.95,11.57,27494,12020,1988,41,F,CAN,ON,Kingston,19721
"Chappel, Gary",25.73,51.53,106.38,112.32,136.67,171.08,209.92,249.22,269.58,10.28,23393,13537,1345,57,M,USA,CO,Denver,19722
"Poche, Kelly",26.1,53.18,110.52,116.68,140.3,176.18,212.27,247.67,262.68,10.03,22293,9271,4635,38,F,USA,LA,Baton Rouge,19723
"Waldeck, Tom",25.77,52.08,105.18,110.92,132.33,161.22,193.25,223.28,236.75,9.03,17216,10772,339,60,M,USA,AZ,Scottsdale,19724
"Bleichman, Katherine",24.37,48.62,97.35,102.75,122.12,149.73,176.7,203.28,215.13,8.22,10870,2861,424,40,F,USA,CO,Louisville,19725
"Duley, Heather L",24.82,49.75,98.18,103.28,122.37,149.52,177.48,203.63,215.72,8.23,11041,2946,2123,37,F,USA,MS,New Albany,19726
"Pasko, Stanley",23.33,47.63,99.13,104.65,126.15,154.65,183.6,212.33,224.88,8.58,13867,9367,681,55,M,USA,NY,Southold,19727
"Callaghan, Mary",25.13,51.43,113.92,120.55,151.43,191.58,235.37,281.58,298.53,11.4,27103,11816,1962,41,F,USA,MA,Harvard,19728
"McQueen, Peggy A.",25.62,51.67,104.38,110.17,130.97,158.27,186.93,220.78,234.3,8.95,16514,6040,1073,41,F,USA,MI,Leonard,19729
"Florkowski, Angie M",25.8,52.07,107.82,113.73,135.98,167.43,198.15,229.0,242.53,9.27,18598,7214,1299,42,F,USA,IL,Lawrenceville,19730
"Bilotta, Heather L",25.62,51.4,106.08,112.53,136.17,169.67,206.47,239.98,254.03,9.7,20803,8474,1503,41,F,USA,FL,Tampa,19731
"Eloe, Laura M",25.03,50.35,103.25,109.47,130.78,163.13,197.7,229.6,243.78,9.3,18859,7381,1333,43,F,USA,CO,Denver,19732
"Shine, Kristin C",26.25,52.12,104.18,109.9,132.5,160.37,189.33,216.85,228.87,8.73,14986,5148,3201,38,F,USA,OH,Louisville,19734
"Vogt, Werner J.",25.77,51.6,104.3,110.1,131.27,159.22,188.1,217.25,231.72,8.85,15778,10166,827,55,M,LIE,others,Balzers,19735
"Jeong, Gi C.",25.63,52.37,109.45,115.8,138.78,171.88,208.07,246.37,266.23,10.17,22841,13266,1308,56,M,USA,NY,Long Island City,19736
"Kujala, Celia",25.37,51.2,108.93,115.27,141.85,177.63,213.73,249.82,266.07,10.15,22810,9559,4742,30,F,USA,NY,New York,19737
"Spiegel, Jill P",23.47,47.08,95.37,100.62,119.73,145.9,173.52,201.43,213.57,8.15,10389,2616,81,50,F,USA,GA,Atlanta,19738
"Gibson, Jolynn M.",25.23,50.93,103.52,109.23,130.38,159.13,188.13,216.45,228.83,8.73,14978,5144,654,49,F,USA,PA,Pittsburgh,19739
"Hoefen, Kimberley A",23.57,48.67,101.98,107.98,130.52,161.87,195.28,227.05,240.22,9.17,18136,6948,1248,40,F,USA,CO,Lakewood,19740
"Michaelis, Lisa K",26.28,52.48,104.58,110.22,130.23,156.57,182.92,209.1,221.0,8.43,12724,3845,2621,37,F,USA,IN,Indianapolis,19742
"Howard, Janelle L.",26.65,53.42,107.3,113.15,134.38,162.78,191.58,219.88,232.33,8.87,15931,5689,3421,35,F,USA,CT,Bristol,19743
"Herman, Lon C",26.48,52.48,103.98,109.4,129.1,155.18,181.42,208.05,220.52,8.42,12572,8803,581,55,M,USA,OH,Granville,19744
"Taylor, Birger",25.9,52.7,104.07,109.8,130.37,157.78,185.82,213.32,225.58,8.62,14080,9463,695,57,M,DEN,others,Nykoebing Falster,19745
"Chittenden, Ivan R",24.98,49.85,100.92,106.62,127.62,157.28,189.1,220.38,235.27,8.98,16790,10591,906,55,M,CAN,ON,Toronto,19747
"Zeruhn, Evie K",25.37,51.45,159.15,165.02,186.8,216.3,245.68,273.37,285.77,10.9,25578,11050,1868,40,F,USA,CA,Irvine,19749
"McGuire, Misty M.",25.17,50.45,102.77,108.43,129.9,159.77,192.75,227.28,240.32,9.17,18154,6962,1252,41,F,USA,TX,Katy,19750
"Putt, Jill C.",25.68,51.28,106.78,112.93,136.77,170.28,204.7,239.58,254.38,9.72,20869,8511,4387,36,F,USA,MI,Ann Arbor,19751
"Ishler, Gary K.",26.73,53.58,103.12,108.52,127.13,151.77,177.52,203.83,215.97,8.25,11120,8135,435,55,M,USA,PA,Reedsville,19752
"Amital, Chuck",26.97,54.85,109.97,115.9,138.03,167.32,196.92,226.72,239.85,9.15,18041,11156,1004,55,M,USA,CA,San Francisco,19753
"Kerver, Ronald B.",23.18,48.45,98.83,104.32,125.47,155.35,190.3,226.07,241.82,9.23,18452,11325,1034,57,M,USA,MI,Jerome,19754
"Horanoff, Paul D.",26.73,54.03,112.15,118.78,144.13,177.57,216.92,257.2,273.23,10.43,23933,13781,1375,58,M,USA,WI,Hartford,19756
"Gerhart, Jennifer J",25.78,51.68,104.35,110.2,131.2,160.1,190.0,219.78,232.67,8.88,16023,5742,1027,43,F,USA,PA,Mechanicsburg,19758
"Hardman, Laine",24.85,48.53,97.57,103.02,122.6,148.6,174.35,200.3,211.85,8.08,9884,2365,321,44,F,USA,VA,Alexandria,19759
"Paoletti, Victoria",23.6,47.08,95.25,100.42,120.0,145.9,172.88,199.4,210.5,8.03,9490,2175,290,43,F,USA,PA,Lincoln University,19760
"Santos, Jeannea R",25.73,51.6,104.42,110.27,131.78,160.28,190.88,221.33,234.82,8.97,16659,6119,1093,43,F,USA,NJ,Aberdeen,19761
"Hancock, Christine M",24.8,49.13,99.6,105.02,126.07,151.9,179.65,207.97,220.33,8.42,12519,3738,2560,39,F,USA,PA,New Hope,19762
"Coenen, Melissa A.",27.12,54.83,111.1,117.12,138.97,169.65,200.05,229.57,241.83,9.23,18457,7130,3916,38,F,USA,MD,Preston,19763
"Rownd, Tom",86.95,112.38,164.03,169.6,190.03,217.27,249.47,283.68,297.83,11.37,27030,15254,886,62,M,USA,WV,Wheeling,19764
"McNamee, Philip J.",26.28,52.25,104.57,110.35,131.5,159.48,187.95,216.97,229.68,8.77,15199,9927,228,60,M,USA,AZ,Tucson,19765
"Elliott, Janice J",25.45,50.92,103.48,109.03,129.88,158.75,186.6,215.17,227.68,8.7,14666,4982,874,43,F,USA,TX,Hickory Creek,19766
"Salmon, Jessica",25.07,51.37,107.77,114.05,136.92,169.8,201.68,232.75,246.83,9.42,19462,7717,4119,39,F,USA,WA,Mukilteo,19767
"Dent, Hilary M",27.77,56.15,114.63,121.27,145.57,173.53,200.85,228.07,239.98,9.17,18082,6910,3849,35,F,USA,MA,Brookline,19768
"Mattox, Ronald K.",25.28,50.98,103.03,108.73,129.68,158.48,190.63,228.85,243.57,9.3,18819,11464,1053,58,M,USA,OH,Westerville,19769
"Kim, Soohan",24.92,49.93,100.55,106.1,125.87,151.65,182.08,207.13,218.77,8.35,12034,8558,532,59,M,USA,CA,Tujunga,19771
"Landry, Nicole M.",25.67,51.8,106.8,112.85,136.28,167.93,199.5,230.45,244.05,9.32,18915,7417,1212,47,F,USA,MA,East Sandwich,19773
"Rutledge, Larry E",25.57,51.73,105.15,111.03,132.58,162.48,196.85,232.8,249.9,9.53,20022,11989,1140,59,M,USA,OH,Dellroy,19774
"Goldstein, Lauren A",26.63,53.63,108.5,114.62,136.58,165.65,196.55,226.08,238.23,9.1,17615,6656,3763,39,F,USA,OR,Portland,19775
"Arun, Haleyur",25.55,51.9,106.43,112.32,134.42,164.85,196.3,225.6,238.48,9.1,17684,10991,978,56,M,USA,IL,Chicago,19776
"Tarkowski, John",24.57,48.32,97.6,103.08,123.0,150.23,179.35,210.6,226.85,8.67,14417,9589,195,61,M,USA,MI,Northville,19777
"Rouse, Mike",26.4,53.62,109.12,115.15,136.83,165.15,193.72,220.68,232.65,8.88,16019,10280,285,61,M,USA,CA,San Diego,19778
"Leighton, Natasha",26.07,52.23,104.78,110.5,130.85,157.55,183.72,210.13,221.75,8.47,12951,3977,671,40,F,USA,ME,Naples,19779
"Warren, Leigh E",24.63,48.5,96.18,101.3,120.62,146.82,174.55,202.57,214.47,8.18,10666,2756,2012,36,F,USA,NC,Durham,19781
"Werner, Joseph",25.55,51.38,103.3,109.0,129.53,156.62,185.28,214.42,228.77,8.73,14959,9825,764,59,M,USA,IL,Tinley Park,19782
"Hubert, Kristina D.",26.38,53.07,107.8,113.6,134.8,163.32,193.18,223.33,236.22,9.02,17064,6357,3660,35,F,USA,NY,Queensbury,19783
"Jung, May",25.47,50.58,103.92,109.73,131.43,160.55,190.25,219.08,231.73,8.85,15783,5615,767,47,F,CAN,ON,Toronto,19784
"Amos, Tanya A",24.65,49.27,100.8,106.58,128.4,159.8,190.48,220.43,233.83,8.93,16353,5933,1050,43,F,USA,AZ,Tempe,19785
"Shafer, Jennifer A",25.25,50.4,102.4,108.02,129.0,157.58,186.22,215.08,227.25,8.68,14537,4906,853,40,F,USA,VA,Triangle,19786
"Tisdale, Amy T",25.43,50.6,101.32,106.9,126.87,154.15,182.9,211.62,224.2,8.57,13660,4379,759,40,F,USA,GA,Augusta,19787
"Jacobs, Kara C.",25.83,52.02,105.58,111.43,133.9,164.37,199.43,235.2,254.93,9.73,20966,8567,4402,38,F,USA,NH,Wolfeboro,19788
"Carlson, Craig",27.4,55.83,114.65,121.03,145.62,181.5,215.7,248.52,263.35,10.05,22386,13060,1290,59,M,USA,CA,Vacaville,19789
"Forbes, Robert A.",24.13,47.7,94.05,99.25,120.22,148.05,177.07,207.73,221.52,8.45,12875,8943,147,60,M,CAN,NB,Riverview,19790
"Kungel, Nicole R",26.12,52.53,105.2,110.88,130.88,156.9,183.12,208.48,219.48,8.38,12276,3611,2487,36,F,USA,ND,Fargo,19791
"Moric, Christine",25.72,51.38,102.78,108.28,127.98,154.25,180.07,205.4,216.75,8.28,11371,3118,112,50,F,CAN,BC,Vancouver,19792
"Webb, Margaret M.",30.33,62.05,147.65,155.05,181.27,215.48,254.35,294.88,311.93,11.9,28245,12372,1305,52,F,CAN,ON,Toronto,19793
"Stoehr, Kathy J.",25.92,52.87,109.58,115.77,140.2,180.22,222.48,261.37,276.62,10.57,24363,10390,482,55,F,USA,AZ,Tucson,19794
"Feathers, Lori A",23.35,46.48,96.08,101.57,121.8,148.87,178.82,210.63,224.67,8.58,13809,4466,494,45,F,USA,TX,Dallas,19795
"Hickson, Helaine",26.17,52.52,105.95,111.87,132.95,160.25,188.42,215.63,227.73,8.7,14680,4993,611,47,F,USA,WI,Milwaukee,19796
"Dang, Minh V",28.0,55.57,111.03,117.15,139.12,168.68,199.98,231.83,245.92,9.38,19285,11661,1083,56,M,USA,AL,Harvest,19797
"Steele, John A",26.1,52.78,103.95,109.63,130.0,156.55,182.97,208.97,220.6,8.42,12592,8814,585,58,M,USA,VA,Keswick,19799
"Chiovitti, Susan",24.13,47.97,96.73,102.12,121.4,146.87,173.05,199.7,211.68,8.08,9829,2339,74,52,F,USA,CT,Thomaston,19800
"Blake, Lisa D",24.98,50.23,103.78,109.77,132.43,162.33,194.78,228.8,243.7,9.3,18840,7370,1200,45,F,USA,PA,Pittsburgh,19801
"Beaudry, Odette",25.1,49.73,99.17,104.48,123.73,149.12,175.35,201.67,212.9,8.13,10191,2509,196,48,F,CAN,QC,Montreal,19802
"Castilho, Fernanda",24.62,48.6,97.25,102.45,121.87,147.48,174.23,200.75,212.67,8.12,10125,2475,343,42,F,USA,PA,Philadelphia,19803
"Heinen, Denise",24.98,49.68,98.77,104.13,123.85,150.57,180.67,212.27,224.23,8.57,13666,4384,210,54,F,USA,IL,Winnetka,19804
"Chouinard, Renee R.",25.13,50.18,101.95,107.42,127.72,154.62,182.4,210.75,223.45,8.53,13457,4271,200,51,F,CAN,ON,Stouffville,19805
"Simcock, Andrew G.",26.92,54.65,111.47,117.7,140.3,171.67,202.33,234.02,246.75,9.42,19443,11736,482,60,M,USA,CO,Cherry Hills Village,19806
"Phelan, Natashia",26.95,53.98,109.07,115.33,137.72,167.23,196.37,225.65,238.48,9.1,17688,6695,1203,43,F,USA,MA,Fairhaven,19807
"Davidson, Mary E",28.32,56.52,112.35,118.52,140.83,170.37,201.0,232.27,245.27,9.37,19154,7543,4058,37,F,USA,SC,Greenwood,19809
"Christensen, Melissa K",24.67,49.53,100.48,106.07,127.05,155.77,186.8,218.12,231.55,8.83,15736,5583,3382,37,F,USA,KY,Crestwood,19810
"Collins, Elizabeth A.",25.7,51.23,102.8,108.58,129.85,158.82,189.18,219.57,232.53,8.88,15988,5723,3434,36,F,USA,TN,Crossville,19811
"Callahan, Jon",26.98,54.02,110.32,116.38,138.7,167.5,196.88,226.5,238.88,9.12,17790,11043,986,57,M,USA,NE,York,19812
"Drafts, Pam",23.03,46.47,96.52,102.02,122.07,149.38,178.2,206.08,218.17,8.33,11848,3371,31,57,F,USA,SC,Beaufort,19813
"Loughran, Lisa",24.42,47.97,98.07,103.6,123.87,151.42,179.48,206.05,217.45,8.3,11608,3246,123,50,F,USA,AZ,Tuba City,19814
"Huggins, Reginald L Sr.",26.9,55.13,114.6,120.98,144.83,176.68,208.9,241.85,256.37,9.78,21206,12507,591,63,M,CAN,ON,London,19815
"Raddatz, Joanne",24.63,49.75,101.18,106.8,127.92,156.53,186.95,218.08,231.45,8.83,15703,5567,992,40,F,CAN,QC,Montreal West,19816
"Walker, Ken J",26.05,52.18,104.98,110.87,132.57,162.47,194.65,227.82,241.22,9.2,18336,11271,1026,56,M,CAN,ON,Brights Grove,19817
"Houser, Christine M",24.9,49.42,98.1,103.4,122.37,147.52,173.52,199.17,210.5,8.03,9485,2173,1644,35,F,USA,CA,San Diego,19818
"Pocock, Kim",25.97,53.48,111.73,117.93,141.18,171.78,202.07,232.22,245.65,9.38,19241,7592,4074,39,F,USA,UT,Sandy,19819
"Landman, David",25.87,51.33,103.13,108.78,129.05,155.57,182.33,208.63,220.07,8.4,12452,8747,571,58,M,USA,NY,New York,19820
"Granahan, Julie",26.42,52.7,107.58,113.38,135.35,165.18,195.78,227.37,240.33,9.17,18156,6964,3864,39,F,USA,WA,Burien,19821
"Schwietz, Mark B.",24.55,49.23,99.38,104.77,124.25,150.18,179.43,207.58,220.53,8.42,12577,8807,583,55,M,USA,AZ,Tempe,19822
"Varner, Carrie",24.07,47.93,98.08,103.72,124.98,155.1,189.6,223.07,237.12,9.05,17303,6484,498,54,F,USA,TX,Rockwall,19823
"Pevsner, Sharon A",26.23,53.88,117.32,124.2,148.85,187.98,229.13,266.07,283.03,10.8,25233,10862,1836,45,F,USA,CA,Sierra Madre,19824
"Frumkin, Michael",25.48,51.48,105.43,111.52,133.55,162.63,197.47,232.02,246.83,9.42,19463,11746,483,60,M,USA,IL,Libertyville,19825
"Brady, Jennifer E",32.22,67.02,140.07,147.97,177.8,221.28,267.77,304.7,325.48,12.42,29230,12893,2110,43,F,USA,WI,Brodhead,19826
"Reuwer, Carrie",24.03,47.95,96.28,101.58,120.85,146.45,173.02,199.97,211.92,8.08,9906,2371,322,41,F,USA,MO,Chesterfield,19827
"Love, Annette",25.27,50.2,100.67,106.27,126.57,153.22,180.12,206.43,218.28,8.33,11887,3396,530,42,F,CAN,NS,Halifax,19828
"Williams, Paul",26.2,52.42,105.17,110.88,132.88,162.27,195.98,230.48,244.58,9.33,19028,11551,1071,56,M,USA,TX,Austin,19830
"Holt, Amy",25.37,51.67,109.13,115.38,141.4,174.18,208.27,239.53,253.42,9.67,20674,8407,4349,36,F,USA,WA,Kennewick,19831
"Camerlinck, Jeni",25.9,52.48,106.2,111.9,133.53,161.62,190.3,219.07,231.68,8.85,15766,5604,765,45,F,USA,KS,Overland Park,19832
"Estrada, Cherilyn",28.58,57.2,117.57,124.07,152.47,185.48,217.42,250.43,264.67,10.1,22609,9449,1652,40,F,USA,CA,Elk Grove,19833
"Kelly, Dara B",24.6,49.28,100.92,106.43,127.32,155.75,184.77,214.13,226.87,8.67,14421,4832,835,43,F,USA,MA,Brookline,19834
"Brewster, Brenda",25.52,51.35,104.47,110.35,131.62,160.43,191.82,225.82,237.87,9.08,17519,6599,1184,42,F,USA,MN,Burnsville,19835
"Good, Evelyn A.",25.17,49.53,99.42,104.88,125.03,151.98,180.72,209.1,221.85,8.47,12979,3992,2702,39,F,USA,VA,Virginia Beach,19836
"Wojtalewicz, Anna",24.7,49.47,99.63,105.13,125.38,151.92,179.33,205.48,217.12,8.28,11503,3189,2258,37,F,USA,CA,Pacific Grove,19837
"Farias, Athena",26.87,54.45,125.82,133.4,165.43,211.33,260.43,299.3,317.52,12.12,28664,12598,6081,38,F,USA,TX,San Antonio,19838
"Starrett, Jennifer",29.6,61.48,128.6,135.33,160.22,196.68,231.72,265.15,280.55,10.72,24870,10663,5182,37,F,USA,MA,Saugus,19839
"Sullivan, Steve",26.1,52.75,106.2,111.95,133.03,160.47,188.62,216.93,229.83,8.77,15257,9952,231,61,M,USA,MA,West Yarmouth,19840
"Muldoon, Maureen K",26.83,52.82,105.82,111.68,132.6,160.3,188.35,215.5,227.08,8.67,14491,4873,270,50,F,USA,WI,Monona,19841
"Pham, V.p.",24.45,49.23,99.37,104.85,125.28,153.8,186.88,225.33,241.95,9.23,18484,11341,417,60,M,CAN,QC,Montreal,19842
"Kitson, Anna",27.0,54.88,110.78,116.82,139.23,170.02,203.95,239.53,254.85,9.73,20955,8559,1520,42,F,USA,KY,Louisville,19843
"Herold, Michael",25.63,51.03,117.2,124.87,153.87,194.7,238.17,284.77,302.3,11.53,27434,15447,1563,56,M,USA,MN,Minneaoplis,19844
"Brown, John J.",26.25,52.75,107.8,113.9,138.0,172.13,208.2,244.03,261.5,9.98,22100,12922,1273,58,M,USA,GA,Atlanta,19845
"Rotenberg, Ohad D",25.85,52.77,108.82,115.18,139.58,174.13,209.15,242.1,256.57,9.8,21239,12519,1221,57,M,USA,NJ,Berkeley Heights,19847
"Algiers, Abigail",28.02,57.45,114.72,120.97,147.22,178.87,210.6,240.33,252.92,9.65,20592,8360,1484,42,F,USA,WI,Shorewood,19849
"Hardin, Marc S",26.95,54.13,112.88,119.27,145.25,178.92,215.57,249.33,262.85,10.03,22314,13032,663,63,M,USA,KS,Overland Park,19850
"Fritzsche, Jennifer L.",25.75,51.02,102.25,107.8,128.47,153.63,179.08,204.07,215.4,8.22,10956,2900,250,48,F,USA,CA,Costa Mesa,19851
"Tsai, Chanthana",26.05,52.07,104.13,109.9,132.88,164.83,197.93,231.08,243.47,9.3,18801,7343,1324,40,F,USA,IL,Chicago,19852
"Triantis, April",26.92,54.42,110.33,116.2,137.92,166.92,198.77,228.48,242.05,9.23,18501,7155,1283,44,F,USA,CA,Stanford,19853
"Wilson, Jessica",25.13,51.0,103.82,110.25,131.33,159.68,188.03,216.5,228.18,8.72,14807,5055,3163,38,F,CAN,ON,Toronto,19855
"Wells, Alana",26.07,52.1,104.87,110.75,131.87,159.73,188.48,218.02,230.8,8.82,15506,5451,3328,36,F,USA,ID,Idaho Falls,19856
"Hamann, Jennifer A",25.37,49.47,98.47,103.68,123.67,150.87,179.28,207.53,218.82,8.35,12050,3486,2425,39,F,USA,CO,Broomfield,19857
"Krueger, Hilary",25.05,50.8,102.12,107.57,127.47,154.68,187.1,217.13,229.15,8.75,15062,5191,665,45,F,USA,NC,Asheville,19858
"Hanscom, Stephne L",25.82,51.03,104.22,110.13,133.25,163.73,196.08,232.57,247.73,9.45,19609,7798,1402,44,F,USA,CO,Lafayette,19859
"Beard, Kari E.",25.58,50.48,100.78,106.27,126.35,152.9,180.82,211.52,224.53,8.57,13760,4435,774,44,F,USA,GA,Alpharetta,19860
"O'Sullivan, Amy",25.47,50.98,102.42,107.92,128.0,154.28,180.82,207.2,219.1,8.37,12137,3537,566,40,F,USA,PA,Collegeville,19861
"Mason, Robert W.",24.62,48.75,99.6,105.18,127.52,156.82,188.6,221.93,236.0,9.02,17014,10686,924,59,M,USA,DE,Wilmington,19862
"Shumeyko, Robert D",23.93,46.87,93.57,98.75,117.62,143.0,175.67,212.75,228.42,8.72,14873,9788,757,57,M,USA,MA,Grafton,19863
"Vapor, Maricela R",25.37,49.87,99.68,105.15,125.28,151.55,178.65,204.95,216.07,8.25,11152,3003,268,45,F,USA,CA,Santa Ana,19864
"Murnin, April L",26.23,52.73,107.77,113.58,135.9,166.25,195.1,223.98,235.95,9.0,16998,6318,942,48,F,USA,UT,Lindon,19865
"Craven, Michelle M",24.62,49.37,98.63,104.0,123.53,150.03,177.93,204.93,216.58,8.27,11323,3093,469,43,F,USA,TX,Austin,19866
"Nichols, Marybeth S.",26.3,51.72,103.58,109.28,132.83,162.45,194.43,222.52,234.92,8.97,16692,6138,1098,40,F,USA,VT,Swanton,19867
"Veronese, Shawn",25.33,50.32,102.47,108.1,132.18,164.32,194.25,224.15,236.03,9.02,17022,6334,945,47,F,USA,CA,Irvine,19868
"Carleton, Denise M.",25.82,51.95,107.83,113.78,136.28,166.97,196.22,225.5,237.23,9.05,17328,6499,1160,43,F,USA,IA,Ankeny,19869
"Krone, Roger A.",25.03,49.67,99.23,104.63,124.93,152.33,181.4,212.47,225.28,8.6,13998,9424,691,57,M,USA,MD,Annapolis,19871
"MacPherson, Kristina",24.48,49.45,100.22,105.77,126.27,157.85,191.57,223.7,238.32,9.1,17646,6675,3766,39,F,USA,MA,Hopkinton,19872
"Ganstal, Angela M.",25.38,50.87,102.93,108.6,129.18,156.05,182.55,210.32,223.33,8.53,13413,4242,193,50,F,CAN,ON,King City,19873
"Schwiesow, Sarah",25.17,50.48,102.57,108.08,128.6,156.05,183.37,211.78,223.48,8.53,13469,4279,462,45,F,USA,WI,Green Bay,19874
"Webb, Yvette",25.02,55.65,117.78,124.65,150.0,183.03,217.05,250.05,264.35,10.08,22556,9418,1626,49,F,USA,GA,Roswell,19875
"Alanis Marcos, Alejandra",24.72,49.85,101.98,107.68,127.92,154.75,181.48,207.58,219.2,8.37,12172,3556,351,46,F,MEX,others,"San Pedro Garza Garcia, N.l.",19877
"Vucich, Blondie",25.05,49.97,100.65,106.17,126.23,152.68,179.83,206.27,218.03,8.32,11802,3345,1,65,F,USA,CO,Vail,19878
"Bauman, Connie",24.97,50.12,101.23,106.8,127.07,154.17,181.0,207.38,218.87,8.35,12064,3494,137,50,F,USA,MN,Clear Lake,19879
"Marley, Julianne",25.12,50.18,102.72,108.52,130.23,159.25,189.92,220.93,234.33,8.95,16525,6046,425,50,F,USA,NC,Charlotte,19880
"Ward, Erica",24.75,49.62,100.2,105.8,126.0,153.05,182.05,210.3,223.0,8.52,13312,4180,715,41,F,USA,IL,Barrington,19881
"Jacques, Richard G.",28.68,57.78,114.95,121.18,144.18,174.97,206.13,237.2,251.68,9.6,20378,12142,538,60,M,USA,SC,Greenville,19882
"Sherburne, Carrie A.",25.37,49.6,99.05,104.52,126.88,155.3,185.93,215.65,229.67,8.77,15192,5269,314,50,F,USA,CA,Mission Viejo,19883
"Stephens, Yoko I",25.65,50.82,101.38,106.77,126.48,152.32,178.53,204.22,215.9,8.25,11102,2977,262,49,F,USA,VA,Fairfax,19884
"Jones, Lisa M",26.65,53.38,110.0,116.1,145.27,178.12,210.87,241.82,255.65,9.77,21088,8632,1532,41,F,USA,NV,Las Vegas,19886
"Blum, Rebecca",26.82,53.93,109.32,115.35,137.45,172.28,207.6,238.48,251.53,9.6,20351,8222,1457,40,F,USA,CA,San Francisco,19887
"Schulte, Meg S.",26.25,53.1,107.93,113.85,137.38,167.67,200.18,231.9,244.83,9.35,19076,7502,1350,42,F,USA,MI,Bloomfield,19888
"Schwartzenburg, Carrie S",25.12,49.88,99.78,105.23,126.63,154.68,187.8,219.02,232.43,8.87,15966,5709,1018,43,F,USA,TX,Houston,19889
"Gallego, Moacir R.",25.38,50.82,104.4,110.02,131.83,164.92,202.13,237.67,250.62,9.57,20168,12057,151,65,M,BRA,others,Sao Bernardo Do Campo,19890
"Kenny Bridgman, Alisa A.",25.48,50.63,101.67,107.2,127.27,154.28,182.92,210.35,222.05,8.48,13036,4023,679,40,F,CAN,ON,Toronto,19891
"Snow, April M",25.17,49.58,98.63,103.9,123.35,148.6,174.57,200.28,212.0,8.1,9935,2387,325,44,F,USA,VA,Roanoke,19892
"Malone, Michelle G.",27.48,55.62,112.0,118.07,140.33,169.52,198.2,226.17,238.67,9.12,17733,6718,1209,42,F,CAN,ON,Oakville,19893
"Hollander, Jill",25.62,50.97,103.37,109.27,131.12,160.73,192.43,223.12,237.13,9.05,17308,6488,1157,43,F,USA,MO,Wildwood,19894
"Olson, Christine",25.47,50.35,99.7,104.95,124.73,150.9,177.17,203.63,214.92,8.2,10799,2826,22,57,F,USA,OR,Tualatin,19895
"Rowley, Becky",25.87,52.17,105.62,111.48,132.87,161.45,190.08,218.2,230.23,8.78,15367,5369,325,50,F,USA,NM,Clovis,19896
"Bartholomew, Jane",25.8,50.68,99.97,105.37,124.65,149.75,176.58,204.17,216.73,8.27,11369,3116,283,46,F,USA,CA,Santa Barbara,19897
"Edeburn, Melissa",26.15,52.73,109.47,115.93,140.8,172.97,207.25,241.93,256.57,9.8,21243,8721,830,53,F,USA,NC,Raleigh,19898
"Green, Jennifer M",24.3,48.32,97.12,102.48,122.02,147.83,174.5,200.32,211.78,8.08,9862,2356,320,44,F,USA,CA,Berkeley,19899
"Cryer, Steve",27.28,53.9,108.68,114.93,137.43,169.18,207.98,245.68,261.33,9.98,22078,12914,648,62,M,USA,CA,Rohnert Park,19901
"DeMartino, Jennifer L.",25.12,49.72,101.97,107.92,129.6,172.55,208.25,240.48,255.47,9.75,21056,8613,4415,39,F,USA,OR,Portland,19902
"Turner, Matthew",25.6,51.6,102.93,108.5,132.28,158.9,188.97,222.73,237.33,9.07,17370,10854,2034,49,M,USA,NY,Woodside,19903
